[1621435607.491955,20.235000]:,Epoch:,0,step:,11,error:,6213.7676,-,lr:,0.01
[1621435609.586113,21.853000]:,Epoch:,0,step:,12,error:,4204.2607,-,lr:,0.01
[1621435611.732571,23.396000]:,Epoch:,0,step:,13,error:,2713.1396,-,lr:,0.0099
[1621435613.955112,24.951000]:,Epoch:,0,step:,14,error:,1945.4473,-,lr:,0.0098
[1621435616.103936,26.552000]:,Epoch:,0,step:,15,error:,1429.713,-,lr:,0.0098
[1621435618.248924,28.113000]:,Epoch:,0,step:,16,error:,1115.4437,-,lr:,0.0096
[1621435620.387178,29.735000]:,Epoch:,0,step:,17,error:,921.1993,-,lr:,0.0095
[1621435622.541603,31.407000]:,Epoch:,0,step:,18,error:,734.3305,-,lr:,0.0094
[1621435624.649872,33.020000]:,Epoch:,0,step:,19,error:,583.9859,-,lr:,0.0092
[1621435626.889149,34.606000]:,Epoch:,0,step:,20,error:,481.2438,-,lr:,0.009
[1621435628.998688,36.220000]:,Epoch:,0,step:,21,error:,411.0691,-,lr:,0.0089
[1621435631.048400,37.784000]:,Epoch:,0,step:,22,error:,380.5736,-,lr:,0.0086
[1621435633.163949,39.399000]:,Epoch:,0,step:,23,error:,358.6525,-,lr:,0.0084
[1621435635.215722,40.946000]:,Epoch:,0,step:,24,error:,337.4984,-,lr:,0.0082
[1621435637.290764,42.547000]:,Epoch:,0,step:,25,error:,320.7151,-,lr:,0.0079
[1621435639.416420,44.187000]:,Epoch:,0,step:,26,error:,325.1715,-,lr:,0.0077
[1621435641.666287,45.834000]:,Epoch:,0,step:,27,error:,319.0253,-,lr:,0.0074
[1621435643.795647,47.369000]:,Epoch:,0,step:,28,error:,302.473,-,lr:,0.0071
[1621435645.940471,49.007000]:,Epoch:,0,step:,29,error:,282.7224,-,lr:,0.0068
[1621435648.075486,50.598000]:,Epoch:,0,step:,30,error:,261.1323,-,lr:,0.0065
[1621435650.174020,52.182000]:,Epoch:,0,step:,31,error:,241.6765,-,lr:,0.0062
[1621435652.297626,53.822000]:,Epoch:,0,step:,32,error:,227.2914,-,lr:,0.0059
[1621435654.407768,55.419000]:,Epoch:,0,step:,33,error:,219.7936,-,lr:,0.0056
[1621435656.480772,56.945000]:,Epoch:,0,step:,34,error:,209.3119,-,lr:,0.0053
[1621435658.615207,58.545000]:,Epoch:,0,step:,35,error:,205.1338,-,lr:,0.005
[1621435660.790996,60.149000]:,Epoch:,0,step:,36,error:,208.2556,-,lr:,0.0047
[1621435662.869397,61.789000]:,Epoch:,0,step:,37,error:,207.3521,-,lr:,0.0044
[1621435664.911240,63.391000]:,Epoch:,0,step:,38,error:,207.4345,-,lr:,0.0041
[1621435666.969520,65.001000]:,Epoch:,0,step:,39,error:,209.7874,-,lr:,0.0038
[1621435668.999677,66.579000]:,Epoch:,0,step:,40,error:,213.3143,-,lr:,0.0035
[1621435671.079505,68.210000]:,Epoch:,0,step:,41,error:,216.4866,-,lr:,0.0032
[1621435673.084477,69.748000]:,Epoch:,0,step:,42,error:,220.0788,-,lr:,0.0029
[1621435675.087146,71.291000]:,Epoch:,0,step:,43,error:,220.4352,-,lr:,0.0026
[1621435677.170616,72.866000]:,Epoch:,0,step:,44,error:,215.6603,-,lr:,0.0023
[1621435679.239606,74.499000]:,Epoch:,0,step:,45,error:,208.8013,-,lr:,0.0021
[1621435681.343962,76.087000]:,Epoch:,0,step:,46,error:,200.2817,-,lr:,0.0018
[1621435683.518821,77.792000]:,Epoch:,0,step:,47,error:,189.1408,-,lr:,0.0016
[1621435685.622468,79.438000]:,Epoch:,0,step:,48,error:,180.2249,-,lr:,0.0014
[1621435687.731975,81.015000]:,Epoch:,0,step:,49,error:,170.3237,-,lr:,0.0011
[1621435689.795645,82.640000]:,Epoch:,1,step:,0,error:,153.6083,-,lr:,0.001
[1621435691.898293,84.290000]:,Epoch:,1,step:,1,error:,139.0656,-,lr:,0.0008
[1621435693.915547,85.872000]:,Epoch:,1,step:,2,error:,125.8104,-,lr:,0.0006
[1621435695.926562,87.458000]:,Epoch:,1,step:,3,error:,120.1712,-,lr:,0.0005
[1621435697.999050,89.091000]:,Epoch:,1,step:,4,error:,119.2739,-,lr:,0.0004
[1621435700.045515,90.700000]:,Epoch:,1,step:,5,error:,117.9457,-,lr:,0.0002
[1621435702.098900,92.282000]:,Epoch:,1,step:,6,error:,115.8119,-,lr:,0.0002
[1621435704.220566,93.951000]:,Epoch:,1,step:,7,error:,115.2714,-,lr:,0.0001
[1621435706.321157,95.613000]:,Epoch:,1,step:,8,error:,115.484,-,lr:,0
[1621435708.352509,97.189000]:,Epoch:,1,step:,9,error:,115.5424,-,lr:,0
[1621435710.496510,98.866000]:,Epoch:,1,step:,10,error:,117.8623,-,lr:,0.01
[1621435712.573902,100.515000]:,Epoch:,1,step:,11,error:,119.6076,-,lr:,0.01
[1621435714.677604,102.180000]:,Epoch:,1,step:,12,error:,121.3825,-,lr:,0.01
[1621435716.752219,103.809000]:,Epoch:,1,step:,13,error:,131.0504,-,lr:,0.0099
[1621435718.836352,105.465000]:,Epoch:,1,step:,14,error:,137.0578,-,lr:,0.0098
[1621435720.842491,107.065000]:,Epoch:,1,step:,15,error:,145.8771,-,lr:,0.0098
[1621435722.892645,108.711000]:,Epoch:,1,step:,16,error:,166.8109,-,lr:,0.0096
[1621435724.933328,110.334000]:,Epoch:,1,step:,17,error:,187.9142,-,lr:,0.0095
[1621435727.021187,112.012000]:,Epoch:,1,step:,18,error:,239.5406,-,lr:,0.0094
[1621435729.115151,113.653000]:,Epoch:,1,step:,19,error:,231.4393,-,lr:,0.0092
[1621435731.144330,115.284000]:,Epoch:,1,step:,20,error:,219.0125,-,lr:,0.009
[1621435733.176771,116.835000]:,Epoch:,1,step:,21,error:,197.004,-,lr:,0.0089
[1621435735.247329,118.454000]:,Epoch:,1,step:,22,error:,182.6634,-,lr:,0.0086
[1621435737.300338,120.069000]:,Epoch:,1,step:,23,error:,172.9459,-,lr:,0.0084
[1621435739.292350,121.621000]:,Epoch:,1,step:,24,error:,171.6018,-,lr:,0.0082
[1621435741.364896,123.254000]:,Epoch:,1,step:,25,error:,170.0437,-,lr:,0.0079
[1621435743.438481,124.866000]:,Epoch:,1,step:,26,error:,164.7569,-,lr:,0.0077
[1621435745.636282,126.484000]:,Epoch:,1,step:,27,error:,156.2637,-,lr:,0.0074
[1621435747.682760,128.064000]:,Epoch:,1,step:,28,error:,148.9407,-,lr:,0.0071
[1621435749.965001,129.609000]:,Epoch:,1,step:,29,error:,141.8969,-,lr:,0.0068
[1621435752.200204,131.180000]:,Epoch:,1,step:,30,error:,136.5167,-,lr:,0.0065
[1621435754.743373,132.716000]:,Epoch:,1,step:,31,error:,132.6924,-,lr:,0.0062
[1621435757.309051,134.282000]:,Epoch:,1,step:,32,error:,129.0021,-,lr:,0.0059
[1621435759.394489,135.923000]:,Epoch:,1,step:,33,error:,128.5225,-,lr:,0.0056
[1621435761.555264,137.595000]:,Epoch:,1,step:,34,error:,127.7457,-,lr:,0.0053
[1621435763.615818,139.113000]:,Epoch:,1,step:,35,error:,128.3263,-,lr:,0.005
[1621435765.778741,140.726000]:,Epoch:,1,step:,36,error:,128.21,-,lr:,0.0047
[1621435768.007963,142.376000]:,Epoch:,1,step:,37,error:,129.1151,-,lr:,0.0044
[1621435770.135136,144.002000]:,Epoch:,1,step:,38,error:,129.8174,-,lr:,0.0041
[1621435772.183429,145.611000]:,Epoch:,1,step:,39,error:,132.2484,-,lr:,0.0038
[1621435774.214906,147.175000]:,Epoch:,1,step:,40,error:,132.5582,-,lr:,0.0035
[1621435776.248472,148.774000]:,Epoch:,1,step:,41,error:,133.961,-,lr:,0.0032
[1621435778.310313,150.410000]:,Epoch:,1,step:,42,error:,135.6469,-,lr:,0.0029
